,item_main_category,exclusivity_clean,sourcing_location,wh_flag_new,beta,beta_err,beta_one,beta_one_err
341,FLURMÖBEL,thirdParty,Domestic,dropship,0.321,0.012,0.308,0.028
342,FLURMÖBEL,ownDeveloped,Import,mto,0.447,0.012,0.405,0.042
343,FLURMÖBEL,ownDeveloped,Import,wh,0.454,0.012,0.461,0.032
344,FLURMÖBEL,ownDeveloped,Import,dropship,0.443,0.012,0.428,0.028
345,FLURMÖBEL,ownDeveloped,EE,mto,0.381,0.012,0.338,0.042
346,FLURMÖBEL,ownDeveloped,EE,wh,0.388,0.012,0.394,0.032
347,FLURMÖBEL,ownDeveloped,EE,dropship,0.377,0.012,0.361,0.028
348,FLURMÖBEL,ownDeveloped,Domestic,mto,0.353,0.012,0.317,0.042
349,FLURMÖBEL,ownDeveloped,Domestic,wh,0.36,0.012,0.373,0.032
350,FLURMÖBEL,ownDeveloped,Domestic,dropship,0.349,0.012,0.339,0.028
351,FLURMÖBEL,whiteLabel,Import,mto,0.425,0.012,0.38,0.042
352,FLURMÖBEL,whiteLabel,Import,wh,0.432,0.012,0.436,0.032
353,FLURMÖBEL,whiteLabel,Import,dropship,0.421,0.012,0.403,0.028
354,FLURMÖBEL,whiteLabel,EE,mto,0.359,0.012,0.313,0.042
355,FLURMÖBEL,whiteLabel,EE,wh,0.366,0.012,0.369,0.032
356,FLURMÖBEL,whiteLabel,EE,dropship,0.355,0.012,0.336,0.028
357,FLURMÖBEL,whiteLabel,Domestic,mto,0.331,0.012,0.292,0.042
358,FLURMÖBEL,whiteLabel,Domestic,wh,0.338,0.012,0.348,0.032
359,FLURMÖBEL,whiteLabel,Domestic,dropship,0.327,0.012,0.314,0.028
360,SCHLAFZIMMERMÖBEL,exclusive,Import,mto,0.385,0.012,0.353,0.052
361,SCHLAFZIMMERMÖBEL,exclusive,Import,wh,0.392,0.012,0.394,0.045
362,SCHLAFZIMMERMÖBEL,exclusive,Import,dropship,0.381,0.012,0.418,0.036
363,SCHLAFZIMMERMÖBEL,exclusive,EE,mto,0.319,0.012,0.286,0.052
364,SCHLAFZIMMERMÖBEL,exclusive,EE,wh,0.326,0.012,0.327,0.045
365,SCHLAFZIMMERMÖBEL,exclusive,EE,dropship,0.315,0.012,0.351,0.036
366,SCHLAFZIMMERMÖBEL,exclusive,Domestic,mto,0.291,0.012,0.265,0.052
367,SCHLAFZIMMERMÖBEL,exclusive,Domestic,wh,0.298,0.012,0.306,0.045
368,SCHLAFZIMMERMÖBEL,exclusive,Domestic,dropship,0.287,0.012,0.33,0.036
369,SCHLAFZIMMERMÖBEL,other,Import,mto,0.37,0.012,0.337,0.052
370,SCHLAFZIMMERMÖBEL,other,Import,wh,0.377,0.012,0.378,0.045
371,SCHLAFZIMMERMÖBEL,other,Import,dropship,0.366,0.012,0.402,0.036
372,SCHLAFZIMMERMÖBEL,other,EE,mto,0.304,0.012,0.27,0.052
373,SCHLAFZIMMERMÖBEL,other,EE,wh,0.311,0.012,0.311,0.045
374,SCHLAFZIMMERMÖBEL,other,EE,dropship,0.3,0.012,0.335,0.036
375,SCHLAFZIMMERMÖBEL,other,Domestic,mto,0.276,0.012,0.249,0.052
376,SCHLAFZIMMERMÖBEL,other,Domestic,wh,0.283,0.012,0.289,0.045
377,SCHLAFZIMMERMÖBEL,other,Domestic,dropship,0.272,0.012,0.313,0.036
378,SCHLAFZIMMERMÖBEL,thirdParty,Import,mto,0.358,0.012,0.322,0.052
379,SCHLAFZIMMERMÖBEL,thirdParty,Import,wh,0.365,0.012,0.363,0.045
380,SCHLAFZIMMERMÖBEL,thirdParty,Import,dropship,0.354,0.012,0.387,0.036
381,SCHLAFZIMMERMÖBEL,thirdParty,EE,mto,0.292,0.012,0.255,0.052
382,SCHLAFZIMMERMÖBEL,thirdParty,EE,wh,0.299,0.012,0.296,0.045
383,SCHLAFZIMMERMÖBEL,thirdParty,EE,dropship,0.288,0.012,0.32,0.036
384,SCHLAFZIMMERMÖBEL,thirdParty,Domestic,mto,0.264,0.012,0.234,0.052
385,SCHLAFZIMMERMÖBEL,thirdParty,Domestic,wh,0.271,0.012,0.275,0.045
386,SCHLAFZIMMERMÖBEL,thirdParty,Domestic,dropship,0.26,0.012,0.299,0.036
387,SCHLAFZIMMERMÖBEL,ownDeveloped,Import,mto,0.386,0.012,0.354,0.052
388,SCHLAFZIMMERMÖBEL,ownDeveloped,Import,wh,0.393,0.012,0.394,0.045
389,SCHLAFZIMMERMÖBEL,ownDeveloped,Import,dropship,0.382,0.012,0.418,0.036
390,SCHLAFZIMMERMÖBEL,ownDeveloped,EE,mto,0.32,0.012,0.287,0.052
391,SCHLAFZIMMERMÖBEL,ownDeveloped,EE,wh,0.327,0.012,0.327,0.045
392,SCHLAFZIMMERMÖBEL,ownDeveloped,EE,dropship,0.316,0.012,0.351,0.036
393,SCHLAFZIMMERMÖBEL,ownDeveloped,Domestic,mto,0.292,0.012,0.265,0.052
394,SCHLAFZIMMERMÖBEL,ownDeveloped,Domestic,wh,0.299,0.012,0.306,0.045
395,SCHLAFZIMMERMÖBEL,ownDeveloped,Domestic,dropship,0.288,0.012,0.33,0.036
396,SCHLAFZIMMERMÖBEL,whiteLabel,Import,mto,0.364,0.012,0.329,0.052
397,SCHLAFZIMMERMÖBEL,whiteLabel,Import,wh,0.37,0.012,0.37,0.045
398,SCHLAFZIMMERMÖBEL,whiteLabel,Import,dropship,0.359,0.012,0.394,0.036
399,SCHLAFZIMMERMÖBEL,whiteLabel,EE,mto,0.298,0.012,0.262,0.052
400,SCHLAFZIMMERMÖBEL,whiteLabel,EE,wh,0.305,0.012,0.303,0.045
401,SCHLAFZIMMERMÖBEL,whiteLabel,EE,dropship,0.293,0.012,0.327,0.036
402,SCHLAFZIMMERMÖBEL,whiteLabel,Domestic,mto,0.27,0.012,0.24,0.052
403,SCHLAFZIMMERMÖBEL,whiteLabel,Domestic,wh,0.277,0.012,0.281,0.045
404,SCHLAFZIMMERMÖBEL,whiteLabel,Domestic,dropship,0.265,0.012,0.305,0.036
405,WOHNEN,exclusive,Import,mto,0.457,0.012,0.445,0.041
406,WOHNEN,exclusive,Import,wh,0.464,0.012,0.462,0.032
407,WOHNEN,exclusive,Import,dropship,0.452,0.012,0.462,0.028
408,WOHNEN,exclusive,EE,mto,0.391,0.012,0.378,0.041
409,WOHNEN,exclusive,EE,wh,0.398,0.012,0.395,0.032
410,WOHNEN,exclusive,EE,dropship,0.387,0.012,0.395,0.028
411,WOHNEN,exclusive,Domestic,mto,0.363,0.012,0.357,0.041
412,WOHNEN,exclusive,Domestic,wh,0.37,0.012,0.374,0.032
413,WOHNEN,exclusive,Domestic,dropship,0.359,0.012,0.374,0.028
414,WOHNEN,other,Import,mto,0.442,0.012,0.429,0.041
415,WOHNEN,other,Import,wh,0.449,0.012,0.446,0.032
416,WOHNEN,other,Import,dropship,0.437,0.012,0.446,0.028
417,WOHNEN,other,EE,mto,0.376,0.012,0.362,0.041
418,WOHNEN,other,EE,wh,0.383,0.012,0.379,0.032
419,WOHNEN,other,EE,dropship,0.372,0.012,0.379,0.028
420,WOHNEN,other,Domestic,mto,0.348,0.012,0.34,0.041
421,WOHNEN,other,Domestic,wh,0.355,0.012,0.357,0.032
422,WOHNEN,other,Domestic,dropship,0.344,0.012,0.357,0.028
423,WOHNEN,thirdParty,Import,mto,0.429,0.012,0.414,0.041
424,WOHNEN,thirdParty,Import,wh,0.436,0.012,0.431,0.032
425,WOHNEN,thirdParty,Import,dropship,0.425,0.012,0.431,0.028
426,WOHNEN,thirdParty,EE,mto,0.363,0.012,0.347,0.041
427,WOHNEN,thirdParty,EE,wh,0.37,0.012,0.364,0.032
428,WOHNEN,thirdParty,EE,dropship,0.359,0.012,0.364,0.028
429,WOHNEN,thirdParty,Domestic,mto,0.336,0.012,0.326,0.041
430,WOHNEN,thirdParty,Domestic,wh,0.342,0.012,0.343,0.032
431,WOHNEN,thirdParty,Domestic,dropship,0.331,0.012,0.343,0.028
432,WOHNEN,ownDeveloped,Import,mto,0.458,0.012,0.446,0.041
433,WOHNEN,ownDeveloped,Import,wh,0.464,0.012,0.463,0.032
434,WOHNEN,ownDeveloped,Import,dropship,0.453,0.012,0.462,0.028
435,WOHNEN,ownDeveloped,EE,mto,0.392,0.012,0.379,0.041
436,WOHNEN,ownDeveloped,EE,wh,0.398,0.012,0.396,0.032
437,WOHNEN,ownDeveloped,EE,dropship,0.387,0.012,0.395,0.028
438,WOHNEN,ownDeveloped,Domestic,mto,0.364,0.012,0.357,0.041
439,WOHNEN,ownDeveloped,Domestic,wh,0.371,0.012,0.374,0.032
440,WOHNEN,ownDeveloped,Domestic,dropship,0.359,0.012,0.374,0.028
441,WOHNEN,whiteLabel,Import,mto,0.435,0.012,0.421,0.041
442,WOHNEN,whiteLabel,Import,wh,0.442,0.012,0.438,0.032
443,WOHNEN,whiteLabel,Import,dropship,0.431,0.012,0.438,0.028
444,WOHNEN,whiteLabel,EE,mto,0.369,0.012,0.354,0.041
445,WOHNEN,whiteLabel,EE,wh,0.376,0.012,0.371,0.032
446,WOHNEN,whiteLabel,EE,dropship,0.365,0.012,0.371,0.028
447,WOHNEN,whiteLabel,Domestic,mto,0.341,0.012,0.332,0.041
448,WOHNEN,whiteLabel,Domestic,wh,0.348,0.012,0.349,0.032
449,WOHNEN,whiteLabel,Domestic,dropship,0.337,0.012,0.349,0.028
450,GARTEN,exclusive,Import,mto,0.324,0.012,0.308,0.045
451,GARTEN,exclusive,Import,wh,0.33,0.012,0.296,0.032
452,GARTEN,exclusive,Import,dropship,0.319,0.012,0.343,0.028
453,GARTEN,exclusive,EE,mto,0.258,0.012,0.241,0.045
454,GARTEN,exclusive,EE,wh,0.264,0.012,0.229,0.032
455,GARTEN,exclusive,EE,dropship,0.253,0.012,0.276,0.028
456,GARTEN,exclusive,Domestic,mto,0.23,0.012,0.219,0.045
457,GARTEN,exclusive,Domestic,wh,0.237,0.012,0.207,0.032
458,GARTEN,exclusive,Domestic,dropship,0.225,0.012,0.254,0.028
459,GARTEN,other,Import,mto,0.308,0.013,0.291,0.045
460,GARTEN,other,Import,wh,0.315,0.013,0.279,0.032
461,GARTEN,other,Import,dropship,0.304,0.013,0.326,0.028
462,GARTEN,other,EE,mto,0.243,0.013,0.224,0.045
463,GARTEN,other,EE,wh,0.249,0.013,0.212,0.032
464,GARTEN,other,EE,dropship,0.238,0.013,0.259,0.028
465,GARTEN,other,Domestic,mto,0.215,0.013,0.203,0.045
466,GARTEN,other,Domestic,wh,0.222,0.012,0.191,0.032
467,GARTEN,other,Domestic,dropship,0.21,0.013,0.238,0.028
468,GARTEN,thirdParty,Import,mto,0.296,0.013,0.277,0.045
469,GARTEN,thirdParty,Import,wh,0.303,0.012,0.265,0.032
470,GARTEN,thirdParty,Import,dropship,0.292,0.013,0.312,0.028
471,GARTEN,thirdParty,EE,mto,0.23,0.013,0.21,0.045
472,GARTEN,thirdParty,EE,wh,0.237,0.013,0.198,0.032
473,GARTEN,thirdParty,EE,dropship,0.226,0.013,0.245,0.028
474,GARTEN,thirdParty,Domestic,mto,0.202,0.012,0.188,0.045
475,GARTEN,thirdParty,Domestic,wh,0.209,0.012,0.176,0.032
476,GARTEN,thirdParty,Domestic,dropship,0.198,0.012,0.223,0.028
477,GARTEN,ownDeveloped,Import,mto,0.324,0.013,0.308,0.045
478,GARTEN,ownDeveloped,Import,wh,0.331,0.013,0.296,0.032
479,GARTEN,ownDeveloped,Import,dropship,0.32,0.013,0.343,0.028
480,GARTEN,ownDeveloped,EE,mto,0.258,0.013,0.241,0.045
481,GARTEN,ownDeveloped,EE,wh,0.265,0.013,0.229,0.032
482,GARTEN,ownDeveloped,EE,dropship,0.254,0.013,0.276,0.028
483,GARTEN,ownDeveloped,Domestic,mto,0.23,0.013,0.219,0.045
484,GARTEN,ownDeveloped,Domestic,wh,0.237,0.012,0.207,0.032
485,GARTEN,ownDeveloped,Domestic,dropship,0.226,0.013,0.254,0.028
486,GARTEN,whiteLabel,Import,mto,0.302,0.012,0.283,0.045
487,GARTEN,whiteLabel,Import,wh,0.309,0.012,0.271,0.032
488,GARTEN,whiteLabel,Import,dropship,0.298,0.012,0.318,0.028
489,GARTEN,whiteLabel,EE,mto,0.236,0.013,0.216,0.045
490,GARTEN,whiteLabel,EE,wh,0.243,0.012,0.204,0.032
491,GARTEN,whiteLabel,EE,dropship,0.232,0.013,0.251,0.028
492,GARTEN,whiteLabel,Domestic,mto,0.208,0.012,0.195,0.045
493,GARTEN,whiteLabel,Domestic,wh,0.215,0.012,0.183,0.032
494,GARTEN,whiteLabel,Domestic,dropship,0.204,0.012,0.23,0.028
495,KÜCHE,exclusive,Import,mto,0.459,0.018,0.499,0.081
496,KÜCHE,exclusive,Import,wh,0.466,0.017,0.436,0.047
497,KÜCHE,exclusive,Import,dropship,0.455,0.018,0.49,0.035
498,KÜCHE,exclusive,EE,mto,0.393,0.018,0.432,0.081
499,KÜCHE,exclusive,EE,wh,0.4,0.018,0.369,0.047
500,KÜCHE,exclusive,EE,dropship,0.389,0.018,0.423,0.035
501,KÜCHE,exclusive,Domestic,mto,0.366,0.017,0.411,0.081
502,KÜCHE,exclusive,Domestic,wh,0.372,0.017,0.348,0.047
503,KÜCHE,exclusive,Domestic,dropship,0.361,0.017,0.401,0.035
504,KÜCHE,other,Import,mto,0.444,0.018,0.483,0.081
505,KÜCHE,other,Import,wh,0.451,0.018,0.42,0.047
506,KÜCHE,other,Import,dropship,0.44,0.018,0.473,0.035
507,KÜCHE,other,EE,mto,0.378,0.018,0.416,0.081
508,KÜCHE,other,EE,wh,0.385,0.018,0.353,0.047
509,KÜCHE,other,EE,dropship,0.374,0.018,0.406,0.035
510,KÜCHE,other,Domestic,mto,0.351,0.018,0.394,0.081
511,KÜCHE,other,Domestic,wh,0.357,0.018,0.331,0.047
512,KÜCHE,other,Domestic,dropship,0.346,0.018,0.385,0.035
513,KÜCHE,thirdParty,Import,mto,0.432,0.018,0.468,0.081
514,KÜCHE,thirdParty,Import,wh,0.439,0.018,0.405,0.047
515,KÜCHE,thirdParty,Import,dropship,0.428,0.018,0.459,0.035
516,KÜCHE,thirdParty,EE,mto,0.366,0.018,0.401,0.081
517,KÜCHE,thirdParty,EE,wh,0.373,0.018,0.338,0.047
518,KÜCHE,thirdParty,EE,dropship,0.362,0.018,0.392,0.035
519,KÜCHE,thirdParty,Domestic,mto,0.338,0.018,0.38,0.081
520,KÜCHE,thirdParty,Domestic,wh,0.345,0.018,0.317,0.047
521,KÜCHE,thirdParty,Domestic,dropship,0.334,0.018,0.37,0.035
522,KÜCHE,ownDeveloped,Import,mto,0.46,0.018,0.499,0.081
523,KÜCHE,ownDeveloped,Import,wh,0.467,0.018,0.437,0.047
524,KÜCHE,ownDeveloped,Import,dropship,0.456,0.018,0.49,0.035
525,KÜCHE,ownDeveloped,EE,mto,0.394,0.018,0.432,0.081
526,KÜCHE,ownDeveloped,EE,wh,0.401,0.018,0.37,0.047
527,KÜCHE,ownDeveloped,EE,dropship,0.39,0.018,0.423,0.035
528,KÜCHE,ownDeveloped,Domestic,mto,0.366,0.018,0.411,0.081
529,KÜCHE,ownDeveloped,Domestic,wh,0.373,0.018,0.348,0.047
530,KÜCHE,ownDeveloped,Domestic,dropship,0.362,0.018,0.402,0.035
531,KÜCHE,whiteLabel,Import,mto,0.438,0.018,0.475,0.081
532,KÜCHE,whiteLabel,Import,wh,0.445,0.018,0.412,0.047
533,KÜCHE,whiteLabel,Import,dropship,0.433,0.018,0.465,0.035
534,KÜCHE,whiteLabel,EE,mto,0.372,0.018,0.408,0.081
535,KÜCHE,whiteLabel,EE,wh,0.379,0.018,0.345,0.047
536,KÜCHE,whiteLabel,EE,dropship,0.368,0.018,0.398,0.035
537,KÜCHE,whiteLabel,Domestic,mto,0.344,0.018,0.386,0.081
538,KÜCHE,whiteLabel,Domestic,wh,0.351,0.017,0.323,0.047
539,KÜCHE,whiteLabel,Domestic,dropship,0.34,0.018,0.377,0.035
540,BOUTIQUE,exclusive,Import,mto,0.338,0.012,0.37,0.045
541,BOUTIQUE,exclusive,Import,wh,0.345,0.012,0.311,0.033
542,BOUTIQUE,exclusive,Import,dropship,0.334,0.012,0.336,0.028
543,BOUTIQUE,exclusive,EE,mto,0.272,0.012,0.303,0.045
544,BOUTIQUE,exclusive,EE,wh,0.279,0.012,0.245,0.033
545,BOUTIQUE,exclusive,EE,dropship,0.268,0.012,0.269,0.028
546,BOUTIQUE,exclusive,Domestic,mto,0.245,0.012,0.281,0.045
547,BOUTIQUE,exclusive,Domestic,wh,0.251,0.012,0.223,0.032
548,BOUTIQUE,exclusive,Domestic,dropship,0.24,0.012,0.247,0.028
549,BOUTIQUE,other,Import,mto,0.323,0.012,0.353,0.045
550,BOUTIQUE,other,Import,wh,0.33,0.012,0.295,0.033
551,BOUTIQUE,other,Import,dropship,0.319,0.012,0.319,0.028
552,BOUTIQUE,other,EE,mto,0.257,0.013,0.287,0.045
553,BOUTIQUE,other,EE,wh,0.264,0.012,0.228,0.033
554,BOUTIQUE,other,EE,dropship,0.253,0.013,0.252,0.028
555,BOUTIQUE,other,Domestic,mto,0.229,0.012,0.265,0.045
556,BOUTIQUE,other,Domestic,wh,0.236,0.012,0.207,0.033
557,BOUTIQUE,other,Domestic,dropship,0.225,0.012,0.231,0.028
558,BOUTIQUE,thirdParty,Import,mto,0.311,0.012,0.339,0.045
559,BOUTIQUE,thirdParty,Import,wh,0.318,0.012,0.281,0.033
560,BOUTIQUE,thirdParty,Import,dropship,0.307,0.012,0.305,0.028
561,BOUTIQUE,thirdParty,EE,mto,0.245,0.012,0.272,0.045
562,BOUTIQUE,thirdParty,EE,wh,0.252,0.012,0.214,0.033
563,BOUTIQUE,thirdParty,EE,dropship,0.241,0.012,0.238,0.028
564,BOUTIQUE,thirdParty,Domestic,mto,0.217,0.012,0.25,0.045
565,BOUTIQUE,thirdParty,Domestic,wh,0.224,0.012,0.192,0.033
566,BOUTIQUE,thirdParty,Domestic,dropship,0.213,0.012,0.216,0.028
567,BOUTIQUE,ownDeveloped,Import,mto,0.339,0.012,0.37,0.045
568,BOUTIQUE,ownDeveloped,Import,wh,0.346,0.012,0.312,0.033
569,BOUTIQUE,ownDeveloped,Import,dropship,0.335,0.012,0.336,0.028
570,BOUTIQUE,ownDeveloped,EE,mto,0.273,0.013,0.303,0.045
571,BOUTIQUE,ownDeveloped,EE,wh,0.28,0.012,0.245,0.033
572,BOUTIQUE,ownDeveloped,EE,dropship,0.269,0.013,0.269,0.028
573,BOUTIQUE,ownDeveloped,Domestic,mto,0.245,0.012,0.282,0.045
574,BOUTIQUE,ownDeveloped,Domestic,wh,0.252,0.012,0.223,0.033
575,BOUTIQUE,ownDeveloped,Domestic,dropship,0.241,0.012,0.248,0.028
576,BOUTIQUE,whiteLabel,Import,mto,0.317,0.012,0.345,0.045
577,BOUTIQUE,whiteLabel,Import,wh,0.324,0.012,0.287,0.033
578,BOUTIQUE,whiteLabel,Import,dropship,0.312,0.012,0.311,0.028
579,BOUTIQUE,whiteLabel,EE,mto,0.251,0.012,0.278,0.045
580,BOUTIQUE,whiteLabel,EE,wh,0.258,0.012,0.22,0.033
581,BOUTIQUE,whiteLabel,EE,dropship,0.246,0.012,0.244,0.028
582,BOUTIQUE,whiteLabel,Domestic,mto,0.223,0.012,0.257,0.045
583,BOUTIQUE,whiteLabel,Domestic,wh,0.23,0.012,0.199,0.033
584,BOUTIQUE,whiteLabel,Domestic,dropship,0.219,0.012,0.223,0.028
585,BABY,exclusive,Import,mto,0.298,0.009,0.322,0.021
586,BABY,exclusive,Import,wh,0.305,0.008,0.324,0.01
587,BABY,exclusive,Import,dropship,0.294,0.009,0.182,0.02
588,BABY,exclusive,EE,mto,0.232,0.009,0.255,0.021
589,BABY,exclusive,EE,wh,0.239,0.009,0.257,0.01
590,BABY,exclusive,EE,dropship,0.228,0.009,0.115,0.02
591,BABY,exclusive,Domestic,mto,0.204,0.008,0.234,0.021
592,BABY,exclusive,Domestic,wh,0.211,0.008,0.235,0.01
593,BABY,exclusive,Domestic,dropship,0.2,0.008,0.094,0.02
594,BABY,other,Import,mto,0.283,0.009,0.306,0.021
595,BABY,other,Import,wh,0.29,0.009,0.308,0.01
596,BABY,other,Import,dropship,0.279,0.009,0.166,0.02
597,BABY,other,EE,mto,0.217,0.009,0.239,0.021
598,BABY,other,EE,wh,0.224,0.009,0.241,0.011
599,BABY,other,EE,dropship,0.213,0.009,0.099,0.02
600,BABY,other,Domestic,mto,0.189,0.009,0.217,0.021
601,BABY,other,Domestic,wh,0.196,0.009,0.219,0.01
602,BABY,other,Domestic,dropship,0.185,0.009,0.077,0.02
603,BABY,thirdParty,Import,mto,0.271,0.009,0.291,0.021
604,BABY,thirdParty,Import,wh,0.278,0.009,0.293,0.01
605,BABY,thirdParty,Import,dropship,0.266,0.009,0.151,0.02
606,BABY,thirdParty,EE,mto,0.205,0.009,0.224,0.021
607,BABY,thirdParty,EE,wh,0.212,0.009,0.226,0.01
608,BABY,thirdParty,EE,dropship,0.2,0.009,0.084,0.02
609,BABY,thirdParty,Domestic,mto,0.177,0.009,0.203,0.021
610,BABY,thirdParty,Domestic,wh,0.184,0.009,0.204,0.01
611,BABY,thirdParty,Domestic,dropship,0.173,0.009,0.063,0.02
612,BABY,ownDeveloped,Import,mto,0.299,0.009,0.322,0.021
613,BABY,ownDeveloped,Import,wh,0.306,0.009,0.324,0.01
614,BABY,ownDeveloped,Import,dropship,0.294,0.009,0.183,0.02
615,BABY,ownDeveloped,EE,mto,0.233,0.009,0.255,0.021
616,BABY,ownDeveloped,EE,wh,0.24,0.009,0.257,0.01
617,BABY,ownDeveloped,EE,dropship,0.229,0.009,0.116,0.02
618,BABY,ownDeveloped,Domestic,mto,0.205,0.009,0.234,0.021
619,BABY,ownDeveloped,Domestic,wh,0.212,0.009,0.236,0.01
620,BABY,ownDeveloped,Domestic,dropship,0.201,0.009,0.094,0.02
621,BABY,whiteLabel,Import,mto,0.276,0.009,0.298,0.021
622,BABY,whiteLabel,Import,wh,0.283,0.009,0.299,0.01
623,BABY,whiteLabel,Import,dropship,0.272,0.009,0.158,0.02
624,BABY,whiteLabel,EE,mto,0.21,0.009,0.231,0.021
625,BABY,whiteLabel,EE,wh,0.217,0.009,0.232,0.01
626,BABY,whiteLabel,EE,dropship,0.206,0.009,0.091,0.02
627,BABY,whiteLabel,Domestic,mto,0.183,0.009,0.209,0.021
628,BABY,whiteLabel,Domestic,wh,0.189,0.008,0.211,0.01
629,BABY,whiteLabel,Domestic,dropship,0.178,0.009,0.069,0.02
630,HEIMTEXTILIEN,exclusive,Import,mto,0.362,0.012,0.449,0.21
631,HEIMTEXTILIEN,exclusive,Import,wh,0.369,0.012,0.325,0.032
632,HEIMTEXTILIEN,exclusive,Import,dropship,0.358,0.012,0.365,0.028
633,HEIMTEXTILIEN,exclusive,EE,mto,0.296,0.012,0.382,0.21
634,HEIMTEXTILIEN,exclusive,EE,wh,0.303,0.012,0.258,0.032
635,HEIMTEXTILIEN,exclusive,EE,dropship,0.292,0.012,0.298,0.028
636,HEIMTEXTILIEN,exclusive,Domestic,mto,0.268,0.012,0.36,0.21
637,HEIMTEXTILIEN,exclusive,Domestic,wh,0.275,0.012,0.237,0.032
638,HEIMTEXTILIEN,exclusive,Domestic,dropship,0.264,0.012,0.277,0.028
639,HEIMTEXTILIEN,other,Import,mto,0.347,0.012,0.432,0.21
640,HEIMTEXTILIEN,other,Import,wh,0.354,0.012,0.309,0.032
641,HEIMTEXTILIEN,other,Import,dropship,0.343,0.012,0.349,0.028
642,HEIMTEXTILIEN,other,EE,mto,0.281,0.012,0.365,0.21
643,HEIMTEXTILIEN,other,EE,wh,0.288,0.012,0.242,0.032
644,HEIMTEXTILIEN,other,EE,dropship,0.277,0.013,0.282,0.028
645,HEIMTEXTILIEN,other,Domestic,mto,0.253,0.012,0.344,0.21
646,HEIMTEXTILIEN,other,Domestic,wh,0.26,0.012,0.22,0.032
647,HEIMTEXTILIEN,other,Domestic,dropship,0.249,0.012,0.26,0.028
648,HEIMTEXTILIEN,thirdParty,Import,mto,0.334,0.012,0.418,0.21
649,HEIMTEXTILIEN,thirdParty,Import,wh,0.341,0.012,0.294,0.032
650,HEIMTEXTILIEN,thirdParty,Import,dropship,0.33,0.012,0.334,0.028
651,HEIMTEXTILIEN,thirdParty,EE,mto,0.269,0.012,0.351,0.21
652,HEIMTEXTILIEN,thirdParty,EE,wh,0.275,0.012,0.227,0.032
653,HEIMTEXTILIEN,thirdParty,EE,dropship,0.264,0.012,0.267,0.028
654,HEIMTEXTILIEN,thirdParty,Domestic,mto,0.241,0.012,0.329,0.21
655,HEIMTEXTILIEN,thirdParty,Domestic,wh,0.248,0.012,0.206,0.032
656,HEIMTEXTILIEN,thirdParty,Domestic,dropship,0.236,0.012,0.246,0.028
657,HEIMTEXTILIEN,ownDeveloped,Import,mto,0.363,0.012,0.449,0.21
658,HEIMTEXTILIEN,ownDeveloped,Import,wh,0.369,0.012,0.325,0.032
659,HEIMTEXTILIEN,ownDeveloped,Import,dropship,0.358,0.012,0.366,0.028
660,HEIMTEXTILIEN,ownDeveloped,EE,mto,0.297,0.012,0.382,0.21
661,HEIMTEXTILIEN,ownDeveloped,EE,wh,0.304,0.012,0.258,0.032
662,HEIMTEXTILIEN,ownDeveloped,EE,dropship,0.292,0.012,0.299,0.028
663,HEIMTEXTILIEN,ownDeveloped,Domestic,mto,0.269,0.012,0.36,0.21
664,HEIMTEXTILIEN,ownDeveloped,Domestic,wh,0.276,0.012,0.237,0.032
665,HEIMTEXTILIEN,ownDeveloped,Domestic,dropship,0.264,0.012,0.277,0.028
666,HEIMTEXTILIEN,whiteLabel,Import,mto,0.34,0.012,0.424,0.21
667,HEIMTEXTILIEN,whiteLabel,Import,wh,0.347,0.012,0.301,0.032
668,HEIMTEXTILIEN,whiteLabel,Import,dropship,0.336,0.012,0.341,0.028
669,HEIMTEXTILIEN,whiteLabel,EE,mto,0.274,0.012,0.357,0.21
670,HEIMTEXTILIEN,whiteLabel,EE,wh,0.281,0.012,0.234,0.032
671,HEIMTEXTILIEN,whiteLabel,EE,dropship,0.27,0.012,0.274,0.028
672,HEIMTEXTILIEN,whiteLabel,Domestic,mto,0.246,0.012,0.336,0.21
673,HEIMTEXTILIEN,whiteLabel,Domestic,wh,0.253,0.012,0.212,0.032
674,HEIMTEXTILIEN,whiteLabel,Domestic,dropship,0.242,0.012,0.252,0.028
675,MATRATZEN&LATTENROSTE,exclusive,Import,mto,0.428,0.012,0.431,0.048
676,MATRATZEN&LATTENROSTE,exclusive,Import,wh,0.435,0.012,0.434,0.037
677,MATRATZEN&LATTENROSTE,exclusive,Import,dropship,0.424,0.012,0.399,0.031
678,MATRATZEN&LATTENROSTE,exclusive,EE,mto,0.362,0.012,0.364,0.048
679,MATRATZEN&LATTENROSTE,exclusive,EE,wh,0.369,0.012,0.367,0.037
680,MATRATZEN&LATTENROSTE,exclusive,EE,dropship,0.358,0.012,0.332,0.031
681,MATRATZEN&LATTENROSTE,exclusive,Domestic,mto,0.334,0.012,0.342,0.048
682,MATRATZEN&LATTENROSTE,exclusive,Domestic,wh,0.341,0.012,0.346,0.037
683,MATRATZEN&LATTENROSTE,exclusive,Domestic,dropship,0.33,0.012,0.31,0.031
684,MATRATZEN&LATTENROSTE,other,Import,mto,0.413,0.012,0.414,0.048
685,MATRATZEN&LATTENROSTE,other,Import,wh,0.42,0.012,0.418,0.037
686,MATRATZEN&LATTENROSTE,other,Import,dropship,0.409,0.012,0.382,0.031
687,MATRATZEN&LATTENROSTE,other,EE,mto,0.347,0.012,0.347,0.048
