,item_code,item_price_x,max_date,delivery_weeks,sales_pe,sales_pe_err,beta_del_week,beta_del_week_err,intercept,intercept_err,pc2,item_skey
18,1000151265,579.99,2021-01-14,8,-4.8146,1.5768,0.0397,0.0633,32.1312,10.3033,403.769,164144424516062
19,1000173828,799.99,2021-03-30,3,-2.1336,0.3467,-0.0143,0.0082,14.4824,2.3399,538.059,154633886297033
20,1000184164,199.99,2021-03-03,17,-3.4639,0.7735,-0.0185,0.0105,19.2904,4.2015,109.03,61237554349502
21,1000192673,549.99,2021-04-14,2,-1.5491,0.1497,-0.0311,0.0065,10.2068,0.9724,286.069,28355808872414
22,1000213909,549.99,2021-04-18,2,-1.8091,0.3045,-0.0081,0.0045,10.749,1.7928,364.37,264156507032532
23,1000214522,129.99,2021-04-22,10,-1.2135,0.2453,-0.0461,0.0099,6.4687,1.1738,69.079,199216360172788
24,1000006102,85.99,2021-04-28,1,-4.8078,0.8898,-0.0766,0.0286,23.7524,4.1323,41.369,54358093789905
25,1000008070,249.99,2021-04-15,2,-3.2426,0.3129,-0.0382,0.0188,18.2917,1.7379,98.519,157942711191560
26,1000016131,139.99,2021-04-27,5,-6.4414,1.5081,-0.1626,0.1015,31.3304,6.9357,52.38,75474282171847
27,1000054039,449.99,2021-04-28,16,-0.7547,0.1918,-0.0193,0.0097,4.9099,1.1513,230.97,130727629874447
28,1000076601,219.99,2021-04-15,2,-4.5382,0.9243,-0.0267,0.0199,26.2117,5.1457,127.51,140539805545547
29,1000092080,749.99,2021-04-01,10,-0.2971,0.0827,-0.0019,0.0018,2.0929,0.5302,365.509,267180921672255
30,1000104121,249.99,2021-02-27,2,-3.0491,0.3961,-0.0306,0.0111,18.5905,2.3788,147.15,247821194692722
31,1000116901,399.99,2021-04-08,16,-7.5228,1.1404,-0.0239,0.0114,51.0312,7.6464,214.61,184864807626489
32,1000118217,74.99,2021-04-28,1,-4.2246,1.0301,0.0088,0.0611,19.1717,4.4217,30.289,248123653626734
33,1000125029,99.99,2021-04-28,7,-1.5072,0.2437,-0.0219,0.0122,7.7375,1.0445,47.43,102727193111178
34,1000129691,214.99,2021-01-10,2,-2.2732,0.2517,-0.0556,0.0139,11.4418,1.1915,134.47,48950551112240
35,1000159195,369.99,2021-04-28,3,-1.6962,0.212,-0.009000000000000001,0.0047,9.9075,1.2326,240.639,127359044424942
36,1000168996,890.0,2021-04-18,2,-3.1573,0.4131,-0.028999999999999998,0.0171,19.9196,2.5793,329.1,165142119851055
37,1000169137,319.99,2021-04-13,7,-1.5819,0.5023,-0.0441,0.0085,9.495,2.8455,216.44,74262144851365
38,1000178071,749.99,2021-04-23,8,-1.8331,0.4077,-0.0262,0.0138,12.2733,2.6801,250.08,128272935265171
39,1000178561,279.99,2021-04-20,2,-2.9711,0.34700000000000003,-0.0021,0.0208,18.1252,2.0065,138.72,161633004202313
40,1000179474,194.99,2021-04-02,4,-2.4219999999999997,0.5511,-0.0685,0.0213,13.9786,2.7342,72.709,27552224576233
41,1000183823,104.99,2021-02-19,3,-3.2078,0.5745,-0.0221,0.0203,15.8578,2.6791,50.409,102617015425173
42,1000008581,649.99,2020-12-22,3,-2.6323,0.465,-0.0144,0.0153,17.2735,3.0147,320.94,79065555732734
43,1000015924,134.99,2021-04-28,1,-1.2682,0.3489,-0.0173,0.0112,7.1546,1.7007,75.18,225193567899707
44,1000022031,139.99,2021-04-22,1,-1.4058,0.4494,-0.0181,0.0104,8.7842,2.7015,98.829,272944233065051
45,1000116680,299.99,2021-04-28,1,-0.9586,0.2795,-0.0111,0.0076,5.9675,1.5997,149.68,128204013573976
46,1000117722,69.99,2021-04-28,1,-4.0223,1.0236,-0.040999999999999995,0.0381,17.1414,4.2566,22.66,29123456843228
47,1000216313,69.99,2020-12-23,13,-3.1124,0.435,-0.0477,0.0165,14.3786,1.9603,41.329,87171907902133
48,1000006343,429.99,2021-04-28,3,-1.1313,0.3417,-0.0272,0.0127,6.8673,2.0304,160.84,164019876870631
49,1000006755,379.99,2021-04-15,2,-1.5103,0.2308,-0.0122,0.0085,8.4369,1.2269,127.84,58236295175808
50,1000008492,139.99,2021-04-28,1,-6.362,1.265,-0.0577,0.0453,34.4807,6.1601,53.359,126726639276166
51,1000014946,1099.99,2021-04-28,3,-0.9749,0.2727,-0.0024,0.0124,7.0819,1.9108,469.37,84423349855069
52,1000015609,149.99,2021-04-28,1,-1.8341,0.3736,-0.0447,0.0133,10.8151,1.9525,96.459,155541362292937
53,1000015706,269.99,2021-04-18,2,-3.6855,0.6666,-0.0197,0.0163,21.8536,3.8561,163.039,145360671046023
54,1000016135,399.99,2021-04-22,5,-7.6895,1.673,-0.0678,0.1158,46.1338,9.4806,159.4,227418228646009
55,1000046706,74.99,2021-04-22,4,-4.2175,1.3205,-0.0272,0.0149,22.8929,7.0335,35.95,141928413518827
56,1000047600,99.99,2021-04-28,10,-1.6874,0.3124,-0.0424,0.0127,9.6055,1.5488,61.229,161301389174781
57,1000080387,319.99,2021-04-15,2,-2.2206,0.6363,-0.0199,0.0113,12.4322,3.5087,178.96,144915620026937
58,1000118255,329.99,2021-04-18,2,-2.053,0.4227,-0.0487,0.0199,11.757,2.3416,162.0,79751655906979
59,1000123272,369.99,2021-04-28,1,-2.1468,0.4302,-0.0229,0.01,12.6776,2.3371,184.69,81708851723990
60,1000136054,949.99,2021-04-24,14,-0.2862,0.0803,0.0007,0.0018,2.1884,0.6145,479.089,200873009917477
61,1000136095,899.99,2021-04-05,10,-0.2882,0.0935,-0.003,0.0022,2.1797,0.6126,437.86,2795386631412
62,1000138429,159.99,2021-04-28,9,-2.8759,0.4647,-0.0123,0.021,12.5967,1.9326,60.899,186866701099719
63,1000010998,269.99,2021-04-20,7,0.2266,0.0502,-0.0923,0.0387,0.0405,0.009000000000000001,125.3,191325311798636
64,1000022562,164.99,2021-04-28,3,-11.5039,1.4888,-0.3837,0.2346,60.3245,7.7207,89.0,220272398836685
65,1000027400,149.99,2021-04-28,1,-5.0496,0.8797,-0.0624,0.0263,24.854,4.0828,67.78,242734206834418
66,1000094982,399.99,2021-04-22,1,-2.4129,0.2329,-0.0129,0.0097,14.42,1.3688,176.229,270303459201655
67,1000129700,89.99,2021-04-28,1,-2.2725,0.4969,-0.0532,0.0208,16.434,3.2303,56.219,229489756010420
68,1000152777,579.99,2021-03-02,3,-2.1409,0.3874,-0.0082,0.0111,16.2587,2.9336,250.24,164402140269090
69,1000186801,599.99,2021-04-24,12,-2.4757,0.4007,-0.0261,0.0161,16.0587,2.5348,199.44,219696395721183
70,1000193645,239.99,2021-04-18,2,-2.1391,0.26,-0.0233,0.0068,10.5984,1.2733,110.34,86400813931110
71,1000226381,579.99,2021-01-27,11,-1.3443,0.3763,0.0002,0.0066,8.7055,2.3368,327.139,38697464245434
72,1000039141,189.99,2021-03-15,1,-3.1106,0.5418,-0.0431,0.0345,17.8803,2.8201,105.09,132154195753589
73,1000052319,239.99,2021-04-28,3,-2.0044,0.5404,-0.0272,0.0163,11.2707,2.9343,155.27,118401117569635
74,1000118440,74.99,2021-04-28,1,-8.4735,2.2546,-0.3889,0.1521,46.9114,11.1327,34.6,278723050144937
75,1000127436,69.99,2021-04-23,4,-5.9926,0.8669,-0.0548,0.0338,32.0111,4.5323,39.259,133218152272279
76,1000146639,239.99,2021-04-21,2,-2.5488,0.419,-0.0108,0.0701,15.0985,2.506,188.72,117972341669115
77,1000153424,699.99,2021-04-12,2,-0.9474,0.2531,-0.0063,0.0106,6.3185,1.5885,270.639,98234031151570
78,1000194075,89.99,2021-04-21,2,-3.0235,0.4367,-0.0647,0.0215,15.155999999999999,2.0952,48.24,134395939956654
79,1000200149,164.99,2021-04-22,2,-8.0567,0.5695,-0.0375,0.0252,47.9096,3.3493,93.269,104108073344927
80,1000205910,169.99,2021-04-15,2,-2.3680000000000003,0.4896,-0.0181,0.0105,12.4282,2.4284,113.51,76255032411028
81,1000008014,449.99,2021-04-28,1,-0.6859,0.1554,-0.0102,0.0064,4.6204,0.9351,115.93,170248428817467
82,1000012449,849.99,2021-03-19,4,-3.4671,0.7428,-0.0052,0.0101,22.3667,4.7135,492.759,162143665304246
83,1000016194,179.99,2021-04-28,1,-3.667,0.4812,-0.0314,0.0125,19.4484,2.4576,65.829,58103166898131
84,1000022615,24.99,2021-04-28,1,-11.0377,1.716,-0.2295,0.204,56.1722,8.6778,12.359,74462021394914
85,1000051361,649.99,2021-04-28,3,-2.68,0.3409,-0.0161,0.0087,16.1314,1.9985,406.5,63915216938458
86,1000104446,579.99,2021-03-18,9,-0.6273,0.1962,-0.0017,0.0028,4.075,1.1989,369.87,64887082059487
87,1000110747,399.99,2021-04-18,2,-1.8829,0.3873,-0.0196,0.0253,11.1296,2.2559,160.74,262109603285478
88,1000113340,719.99,2021-03-31,6,-2.2964,0.4166,0.0052,0.0125,14.992,2.7589,409.54,30200461514984
89,1000122317,449.99,2021-03-10,10,-2.0769,0.4424,-0.0192,0.0094,12.7232,2.6347,214.74,219134029893680
90,1000127843,429.99,2021-04-28,3,-1.2102,0.3364,-0.0176,0.0129,7.4901,1.9783,179.069,221530252239158
91,1000168823,234.99,2021-04-28,1,-2.6316,0.483,-0.0421,0.1011,13.2051,2.3226,128.789,100016000214397
92,1000183808,104.99,2021-04-28,1,-4.4449,0.8135,-0.0704,0.031,22.0601,3.7783,50.299,212573777024616
93,1000007327,209.99,2021-04-18,1,-2.9895,0.515,-0.0096,0.0173,16.2228,2.7397,71.5,9591881119337
94,1000008012,579.99,2021-04-15,2,-1.5617,0.4359,-0.031,0.016,10.9762,2.5529,164.53,228755825764127
95,1000008905,259.99,2021-04-08,3,-1.014,0.2103,-0.0246,0.0072,6.0388,1.1627,104.25,63291511255262
96,1000015728,179.99,2021-04-28,1,-1.9968,0.506,-0.0741,0.0341,11.8499,2.5612,86.359,110881094359095
97,1000056780,999.99,2021-03-26,5,-0.9822,0.14,-0.0044,0.0024,7.2407,1.0078,522.99,112946585208988
98,1000057300,224.99,2021-01-22,2,-6.8354,0.8163,-0.0631,0.0147,40.2662,4.6075,155.16,220585278700996
99,1000063637,144.99,2021-04-28,1,-8.5286,1.4398,-0.0929,0.0411,40.7073,6.6049,90.969,166940745488469
100,1000076420,399.99,2021-04-21,3,-2.4656,0.667,-0.0305,0.0129,14.8408,3.9414,258.99,200256382894623
101,1000082045,224.99,2021-04-22,3,-2.4219,0.5795,-0.0052,0.0116,14.0516,3.3579,129.0,32733852770473
102,1000096796,299.99,2021-04-28,3,-2.9606,0.3575,-0.0155,0.0195,17.714000000000002,2.0655,192.169,83254164557488
103,1000133137,209.99,2021-04-22,6,-3.8025,1.1179,-0.0333,0.0428,17.4652,4.8077,110.15,214990236586547
104,1000135753,124.99,2021-04-26,1,-1.5738,0.4998,-0.0613,0.0134,7.7405,2.2572,62.46,144703683962405
105,1000164524,104.99,2021-04-28,1,-11.337,1.7699,-0.0691,0.0969,57.133,8.2405,34.32,41153576659142
106,1000179074,1049.99,2021-04-13,3,-0.8089,0.2527,-0.01,0.0033,5.909,1.7706,655.929,158506555093047
107,1000184298,179.99,2021-04-28,1,-1.4301,0.2979,-0.0366,0.0084,8.9769,1.7923,94.659,31962195432248
108,1000005222,179.99,2021-04-28,1,-3.7795,0.7816,-0.0386,0.0308,20.4698,4.0857,100.08,239171034887123
109,1000006093,99.99,2021-04-28,1,-4.374,0.6883,-0.0226,0.0395,21.9165,3.1764,41.619,124649577165259
110,1000007577,269.99,2021-04-15,2,-2.1109999999999998,0.5562,-0.0009,0.019,12.9842,3.3465,126.51,144192246497840
111,1000008071,229.99,2021-04-15,2,-3.4875,0.3414,-0.0571,0.022000000000000002,19.7048,1.8980000000000001,89.5,263963232869559
112,1000034837,699.99,2021-04-19,2,-0.727,0.2407,-0.0088,0.0049,5.0622,1.5758,361.949,153534193828197
113,1000064658,349.99,2021-03-26,16,-1.8351,0.3306,-0.0158,0.0085,11.3582,1.9893,158.599,43969159489269
114,1000076668,319.99,2021-04-28,5,-1.1092,0.2906,-0.013000000000000001,0.0085,6.6792,1.7022,211.97,234145791349357
115,1000086540,349.99,2021-04-28,3,-1.4374,0.2356,-0.0499,0.0098,9.5983,1.4798,162.37,279472326115586
116,1000128194,869.99,2021-04-02,3,-1.5118,0.3204,-0.0128,0.0048,11.2608,2.2430000000000003,499.72,145942060545815
117,1000136173,79.99,2021-04-28,1,-1.9336,0.4623,0.0589,0.1585,7.8888,1.7152,53.63,101594685646838
118,1000145003,329.99,2021-04-28,6,-0.8207,0.258,-0.0142,0.0069,5.4277,1.6419,190.289,240633758518528
119,1000166814,164.99,2021-04-25,3,-4.0383,0.9673,-0.12,0.0518,22.8238,4.8142,81.469,249510402315032
120,1000176576,114.98999999,2020-10-30,1,-9.5902,1.2229999999999999,-0.0459,0.0435,48.1518,5.6436,49.369,13642823440295
121,1000191489,219.99,2020-07-22,1,-1.7398,0.2611,-0.0014,0.0105,9.9576,1.3832,118.81,127312939507118
122,1000021921,129.99,2021-04-15,2,-1.6984,0.3057,-0.0501,0.0137,9.9029,1.4869999999999999,55.89,141326516676938
123,1000050876,569.99,2021-04-18,2,-1.1908,0.3369,-0.0119,0.0089,9.293,2.1853,247.139,263000659110271
124,1000123399,214.99,2021-04-28,1,-2.9419999999999997,0.6622,-0.0113,0.0167,17.5355,3.8231,85.5,264885388835521
125,1000126038,499.99,2021-04-04,3,-0.9229,0.1749,-0.0278,0.0047,5.888,1.0434,234.74,272450604914555
126,1000130396,399.99,2021-03-10,4,-1.6226,0.3258,-0.027999999999999997,0.0143,10.6949,2.1208,152.069,198130842253074
127,1000133188,999.99,2021-04-23,3,-1.1277,0.3667,-0.0297,0.0071,8.035,2.4955,573.889,230953242159680
128,1000136093,679.99,2021-04-15,9,-0.2944,0.0972,-0.0016,0.0023,2.0745,0.6222,409.92,37349363369725
129,1000139834,399.99,2021-03-30,3,-3.6926,0.8222,-0.0273,0.0103,23.2649,5.1183,203.44,266494223323366
130,1000172408,299.99,2021-04-28,3,-0.6285,0.1338,-0.0166,0.0063,4.5213,0.8063,141.52,152016762509040
131,1000176586,399.99,2021-04-09,30,-4.6357,0.8185,-0.0236,0.0076,29.1249,5.0952,206.3,77196099094561
132,1000176631,1049.99,2021-04-28,10,-1.3812,0.3778,-0.0119,0.0069,10.3449,2.6452,685.049,175878298867519
133,1000176735,159.99,2021-04-28,10,-1.6633,0.3701,0.0116,0.0201,9.035,1.8776,58.649,137400351860514
134,1000179460,104.99,2021-04-04,4,-3.8,1.2123,-0.1201,0.0398,20.9136,6.0057,36.21,52826002028388
135,1000005890,499.99,2021-03-29,10,-4.4712,0.6708,-0.026000000000000002,0.0117,28.2005,4.178,231.84,155350569508352
136,1000016038,264.99,2021-04-25,14,-2.1601,0.258,-0.0346,0.0069,12.8565,1.4988,144.59,18621149725882
137,1000021922,114.99,2021-04-27,6,-2.7164,0.2643,-0.0611,0.0123,13.5324,1.2491,47.789,156995084198890
138,1000150699,229.99,2021-04-28,3,-2.4601,0.7679,-0.1161,0.0331,13.5956,3.8777,125.02,196670712835154
139,1000168834,239.99,2021-04-25,1,-3.0035,0.5532,-0.0397,0.1354,14.9639,2.6488,145.21,160283821680658
140,1000213242,529.99,2021-04-27,12,-3.014,0.485,-0.0126,0.0103,19.4318,2.8322,330.25,46293233793285
141,1000214919,599.99,2021-04-09,16,-4.3233,0.9198,0.0074,0.0269,29.3227,6.1519,325.959,46783379706368
142,1000008072,159.99,2021-04-18,2,-3.6265,0.4088,-0.078,0.0298,20.5366,2.2808,48.609,171290798608593
143,1000015662,214.99,2021-04-28,1,-2.383,0.3183,-0.0439,0.0179,10.5876,1.3252,82.92,81404086970392
144,1000016094,399.99,2021-04-20,2,-1.8883,0.4771,-0.0241,0.0143,11.4997,2.7742,157.819,141224110778088
145,1000022425,169.99,2021-03-06,2,-11.4692,1.3304,-0.1392,0.1408,59.6603,6.8159,91.59,84901225785357
146,1000039134,429.99,2021-03-18,2,-1.6851,0.3824,-0.0152,0.0205,10.3651,2.292,161.21,156892027158444
147,1000047786,114.99,2021-04-26,10,-2.2549,0.2678,-0.0875,0.0149,11.4072,1.2637,71.17,56219533706964
148,1000080314,369.99,2021-04-15,2,-3.9381,0.9605,-0.0207,0.016,22.8634,5.3467,195.41,35367053154576
149,1000104162,819.99,2021-04-20,2,-2.3769,0.7436,-0.0027,0.0142,16.324,4.9772,392.089,258228836171657
150,1000123204,149.99,2021-03-24,1,-1.8972,0.5701,-0.0314,0.0299,10.5809,3.0475,64.48,262918765436200
151,1000123755,194.99,2021-04-28,1,-2.6574,0.2418,-0.0128,0.0085,14.3455,1.2724,90.709,248026461387288
152,1000125852,289.99,2021-04-22,3,-2.2639,0.3161,-0.0359,0.0148,12.9503,1.7497,96.079,45811652269241
153,1000165563,749.99,2021-03-19,2,-1.8557,0.3934,-0.0149,0.0087,12.2145,2.5233,330.6,100955898072523
154,1000008509,139.99,2021-04-28,1,-1.3078,0.2104,-0.0364,0.0112,7.6959,1.1169,56.659,159783266443916
155,1000026048,99.99,2021-04-28,1,-2.1826,0.413,-0.005,0.0446,10.4735,1.8356,65.31,15561296169109
156,1000039171,629.99,2020-11-30,2,-2.6688,0.4037,-0.0164,0.0101,16.3278,2.4106,370.67,14936735139895
157,1000050867,569.99,2021-04-17,6,-1.2228,0.3177,-0.0349,0.0103,8.1042,1.9788,212.06,255099190979607
158,1000071070,1199.99,2021-04-21,2,-1.2238,0.2068,-0.0126,0.0084,7.2682,1.2081,691.929,240417663526516
159,1000104017,899.99,2021-04-20,2,-1.0085,0.2778,-0.0086,0.0067,6.5749,1.785,428.05,244658800784307
160,1000113323,719.99,2021-04-28,3,-1.4624,0.3984,-0.028999999999999998,0.0108,10.2801,2.5587,405.63,29009512530747
161,1000123695,199.99,2021-04-28,1,-2.5115,0.4648,-0.0307,0.0166,13.1606,2.3216,78.59,269001353266444
162,1000126235,49.99,2021-03-01,5,-1.2044,0.1898,-0.0421,0.0108,7.2182,0.9445,32.369,173456256999506
163,1000126923,419.99,2021-04-15,2,-3.4291,0.5957,-0.0025,0.0139,23.3636,3.9785,191.43,79901715274133
164,1000136069,189.99,2020-12-28,11,-1.205,0.3188,-0.0021,0.0086,7.7272,1.6838,117.95,73033945962963
165,1000164647,319.99,2021-04-12,1,-2.0286,0.6502,-0.025,0.0103,12.0268,3.6022,172.699,87353603854685
166,1000178001,299.99,2021-04-28,3,-1.0907,0.3498,-0.0077,0.0067,7.4731,2.3773,104.98,145000066122276
167,1000206736,189.99,2021-04-28,3,-1.7876,0.3044,0.0097,0.0148,9.2385,1.5718,102.62,53981581275563
168,1000208507,259.99,2021-04-28,9,-2.122,0.5155,-0.0388,0.0135,11.9271,2.5021,128.91,72601932839622
169,1000209485,274.99,2021-03-17,8,-1.198,0.2852,-0.0095,0.0055,7.3053,1.6632,206.19,64924631653765
170,1000209625,194.99,2021-04-28,11,-2.3602,0.435,-0.0348,0.0131,15.1122,2.7039,83.67,273870118704885
171,1000218555,419.99,2021-04-11,2,-2.8369999999999997,0.3976,-0.0292,0.0122,18.1306,2.4704,186.569,172471754642578
172,1000037761,94.99,2021-04-22,7,-4.8333,0.9766,-0.0197,0.0218,24.7567,4.9055,54.909,70056929876266
173,1000053479,1299.99,2021-04-26,8,-1.5554,0.3629,-0.0118,0.0052,10.5522,2.41,709.57,234030476658978
174,1000123701,289.99,2021-03-30,2,-3.1169,0.5097,-0.0219,0.0132,19.2085,2.8783,158.569,177165214126578
175,1000145314,449.99,2021-03-26,5,-1.3302,0.4399,-0.0103,0.0089,9.3362,3.0048,251.389,256990548140828
176,1000149144,45.99,2021-04-11,2,-2.2693,0.5112,0.4857,0.1669,9.0688,2.3017,32.28,23373539363200
177,1000159236,129.99,2021-03-31,1,-11.2883,1.607,-0.0407,0.0584,56.8695,7.4834,39.92,175054179951091
178,1000178097,129.99,2021-03-17,5,-10.0755,1.5333,-0.0662,0.0519,54.9118,7.5318,36.979,201359009283394
179,1000194257,159.99,2021-04-28,4,-3.1574,0.6248,-0.0748,0.0538,17.711,3.1638,104.4,180536637683325
180,1000194655,369.99,2021-04-28,5,-2.5953,0.4851,-0.0129,0.0042,16.5248,3.0631,207.729,174088300396741
181,1000211599,369.99,2021-04-13,2,-2.2113,0.6319,-0.0253,0.0081,13.7014,3.7806,237.4,33931009056709
182,1000016026,86.99,2021-03-17,1,-6.3302,1.0298,-0.0715,0.0451,30.1327,4.7860000000000005,53.0,166993346607397
183,1000046269,469.99,2021-04-15,2,-1.6374,0.2821,-0.0181,0.0065,9.5297,1.6096,282.029,136006844340142
184,1000064531,499.99,2021-04-15,2,-2.0143,0.3067,-0.0228,0.0065,12.3215,1.7978,331.56,248118307603517
185,1000113342,649.99,2021-04-28,3,-3.8997,0.5013,-0.0211,0.0127,25.3535,3.2442,370.0,224873535675751
186,1000117672,54.99,2021-04-28,1,-8.4642,1.9069,-0.4597,1.6433,33.8852,7.3759,22.35,203750956869687
187,1000119831,549.99,2021-04-28,7,-1.5651,0.2083,-0.0121,0.0052,9.6456,1.1856,244.19,113802066242750
188,1000159513,144.99,2021-03-17,1,-1.2086,0.3489,-0.0222,0.011000000000000001,6.4937,1.7621,97.84,175106518293011
189,1000173677,399.99,2021-03-02,5,-1.5294,0.2767,-0.0126,0.006,9.2973,1.6030000000000002,260.17,195803721008624
190,1000200148,274.99,2021-04-15,2,-2.0263,0.4001,-0.0176,0.0115,12.1975,2.2398,161.13,49341166783391
191,1000215643,134.99,2021-04-27,2,-3.1189,0.8911,-0.0641,0.2148,16.6305,4.248,85.379,31378056463216
192,1000008520,269.99,2021-04-28,1,-2.7596,0.4214,-0.0267,0.0221,16.4691,2.4754,89.689,82718533711970
193,1000008906,269.99,2021-04-28,1,-1.5919999999999999,0.4963,-0.0384,0.0218,9.2252,2.7328,99.15,228311167326513
194,1000027350,279.99,2021-04-23,11,-2.3511,0.467,-0.0283,0.0131,15.5811,2.7321,187.0,49562186811491
195,1000092519,399.99,2021-04-26,16,-1.004,0.2898,-0.0105,0.0068,5.946000000000001,1.6546,189.59,105989162362828
196,1000118958,199.99,2021-04-28,1,-6.6052,1.3840000000000001,-0.0416,0.0595,38.3769,7.2992,95.09,122224109464650
197,1000135008,64.99,2021-02-11,1,-2.5061,0.3468,-0.0472,0.0142,12.1473,1.6182,23.66,8199572265134
198,1000176743,159.99,2021-04-28,1,-3.3894,0.7952,-0.0379,0.0346,17.1844,3.6679,55.659,210004706971224
199,1000204356,299.99,2021-04-16,12,-2.3878,0.6188,-0.0492,0.0234,15.6825,3.9415,186.68,121380737546851
200,1000228618,379.99,2021-04-08,8,-2.6886,0.7356,-0.0377,0.021,15.2419,3.9653,244.86,39630937436050
201,1000008850,799.99,2021-04-20,7,-1.5958,0.3806,-0.0126,0.0104,10.7967,2.4893,326.519,151443097296597
202,1000015961,149.99,2021-04-28,1,-8.4508,1.1064,-0.0283,0.0647,41.8805,5.0753,56.219,184617785246291
203,1000022030,199.99,2021-04-22,3,-1.5191,0.5051,-0.0168,0.012,9.6716,2.9567,103.959,225852146365268
204,1000076370,449.99,2021-03-10,2,-1.4786,0.4568,-0.0291,0.0118,9.5797,2.8299,249.5,271490921375436
205,1000086526,429.99,2021-04-27,11,-1.9662,0.5173,-0.0196,0.0232,12.7675,3.3275,195.87,6406669100735
206,1000128456,429.99,2021-04-28,3,-0.7598,0.2379,-0.0255,0.0155,4.765,1.3544,192.41,224613704038338
207,1000152766,289.99,2021-04-19,2,-1.8946,0.3634,-0.0164,0.0101,11.4056,2.1307,149.96,135187694922774
208,1000169675,154.99,2021-02-22,1,-3.3221,0.8925,-0.05,0.0308,19.0773,4.7295,71.189,273734211932880
209,1000171358,1149.99,2021-04-14,2,-2.1989,0.2734,-0.0162,0.0074,14.3241,1.6833,549.899,144786489259905
210,1000178629,1049.99,2021-04-28,3,-0.3495,0.0937,-0.0086,0.004,3.1985,0.6349,590.08,186723497900747
211,1000012464,799.99,2021-04-02,3,-2.0539,0.4591,-0.0217,0.0079,13.8919,3.0507,442.47,215092488895240
212,1000016048,269.99,2021-04-24,9,-2.5799,0.3224,-0.0281,0.0086,15.2676,1.8711,144.65,21189088502515
213,1000027406,799.99,2021-04-28,3,-1.4372,0.3012,-0.0125,0.0127,9.8645,1.9497,320.889,172767970624668
214,1000052422,849.99,2021-04-22,10,-2.0540000000000003,0.2489,-0.013000000000000001,0.0067,13.4273,1.5315,420.49,86229864381260
215,1000054424,239.99,2021-04-28,3,-5.2078,1.3983,-0.0079,0.0419,25.9937,6.4465,130.099,258899569647180
216,1000058341,189.99,2021-04-27,2,-8.3356,2.7278,0.0437,0.0712,39.6316,12.4775,99.829,240536203569551
217,1000074995,349.99,2021-03-02,4,-1.1436,0.3613,-0.0231,0.0111,7.5748,2.329,212.819,142646028004761
218,1000119833,579.99,2021-04-22,6,-1.3629,0.1826,-0.0086,0.0043,8.4883,1.0397,272.959,17895292132260
219,1000126295,274.99,2021-04-16,3,-1.4522,0.2611,-0.0191,0.0075,7.7305,1.2595,169.99,124552236169991
220,1000146655,319.99,2021-04-18,2,-1.0483,0.1765,-0.0111,0.0299,6.4129,1.0586,187.97,141785382393966
221,1000149740,519.99,2021-04-18,2,-0.6228,0.1809,-0.0111,0.0085,3.9781,1.0852,177.21,229557412375011
