,PE,PE_err,log_del_week,log_del_week_err,Cluster_size,has_enough_stat
000000001000027428,-0.0153,0.0035,-0.0021,0.0004,16,True
000000001000062031,-0.0145,0.0032,-0.0011,0.0003,18,True
000000001000092352,-0.0153,0.0026,0.0003,0.0001,19,True
000000001000123504,-0.0111,0.0025,-0.0005,0.0003,19,True
000000001000016060,-0.008,0.0021,-0.0007,0.0003,15,True
000000001000012751,-0.0103,0.0033,0.0003,0.0001,17,True
000000001000016039,-0.0143,0.003,-0.0023,0.0008,16,True
000000001000006755,-0.0139,0.0022,-0.0017,0.0006,19,True
000000001000046262,-0.0074,0.0018,-0.0011,0.0002,19,True
000000001000016047,-0.0157,0.0032,-0.0007,0.0007,12,True
000000001000050842,-0.0137,0.0044,-0.0008,0.0004,17,True
000000001000012579,-0.0138,0.0023,-0.0002,0.0001,19,True
000000001000047600,-0.0167,0.0037,-0.002,0.0004,17,True
000000001000086498,-0.008,0.002,-0.0021,0.0004,17,True
000000001000123272,-0.0146,0.0026,-0.0012,0.0002,17,True
000000001000054940,-0.0121,0.0033,0.0004,0.0001,11,True
000000001000076420,-0.0164,0.0045,-0.0027,0.0004,17,True
000000001000109911,-0.0141,0.0042,-0.0041,0.0009,17,True
000000001000117393,-0.015,0.0027,-0.0003,0.0005,14,True
000000001000174895,-0.0118,0.0032,0.0002,0.0002,20,True
000000001000008105,-0.0106,0.0027,-0.0017,0.0006,18,True
000000001000012566,-0.011,0.0035,0.0,0.0002,20,True
000000001000129672,-0.0167,0.0042,-0.0011,0.0004,6,True
000000001000005835,-0.0058,0.0019,-0.0002,0.0002,21,True
000000001000074995,-0.0129,0.0033,0.0,0.0001,15,True
000000001000008033,-0.0141,0.0032,-0.0015,0.0003,18,True
000000001000012851,-0.0137,0.0032,0.0003,0.0001,17,True
000000001000097474,-0.0161,0.0046,-0.0009,0.0005,15,True
000000001000086537,-0.0095,0.002,-0.0002,0.0002,18,True
000000001000104255,-0.0159,0.0037,-0.0,0.0002,14,True
000000001000172809,-0.0151,0.0027,-0.0018,0.0003,15,True
000000001000157002,-0.0144,0.002,-0.0002,0.0003,15,True
000000001000030844,-0.0124,0.0038,-0.0006,0.0002,11,True
000000001000123400,-0.015,0.0041,-0.0014,0.0008,10,True
000000001000123761,-0.0106,0.0026,-0.0015,0.0004,15,True
000000001000119831,-0.0123,0.0032,-0.0012,0.0004,9,True
000000001000086500,-0.0092,0.0021,-0.0007,0.0001,18,True
000000001000113287,-0.0107,0.0028,-0.0019,0.0004,19,True
000000001000126203,-0.0135,0.002,-0.0024,0.0004,20,True
000000001000184298,-0.0116,0.0026,-0.0005,0.0002,18,True
000000001000008770,-0.0124,0.002,0.0,0.0002,13,True
000000001000006076,-0.0139,0.0026,-0.001,0.0005,16,True
000000001000012838,-0.0099,0.0023,0.0005,0.0001,16,True
000000001000121277,-0.0094,0.0026,0.0003,0.0002,17,True
000000001000126227,-0.0101,0.0033,-0.0007,0.0003,17,True
000000001000183589,-0.0113,0.0029,-0.0016,0.0003,15,True
000000001000012806,-0.0155,0.0028,0.0001,0.0002,18,True
000000001000022030,-0.0141,0.0031,-0.0005,0.0002,17,True
000000001000137901,-0.0108,0.0027,0.0,0.0001,13,True
000000001000008850,-0.0122,0.0034,-0.0003,0.0001,15,True
000000001000028820,-0.0061,0.0019,0.0,0.0001,15,True
000000001000064531,-0.0131,0.0021,-0.0017,0.0005,16,True
000000001000080484,-0.0168,0.0041,0.0,0.0,1,True
000000001000134776,-0.0071,0.0019,0.0005,0.0002,13,True
000000001000150226,-0.0085,0.0018,0.0,0.0001,18,True
000000001000012567,-0.0135,0.0024,-0.0001,0.0002,18,True
000000001000012769,-0.0137,0.0029,-0.0003,0.0002,17,True
000000001000076851,-0.0037,0.0012,-0.0005,0.0001,15,True
000000001000021907,-0.0143,0.0038,-0.0009,0.0004,12,True
000000001000123770,-0.0138,0.0023,-0.0,0.0001,21,True
000000001000008873,-0.0154,0.0034,-0.0009,0.0002,17,True
000000001000134697,-0.013,0.0037,-0.0005,0.0002,14,True
000000001000139309,-0.0166,0.0027,-0.0009,0.0004,16,True
000000001000174653,-0.0132,0.0028,-0.0014,0.0003,19,True
000000001000183890,-0.013,0.0028,-0.0019,0.0005,13,True
000000001000008036,-0.0113,0.0032,-0.0012,0.0004,18,True
000000001000012796,-0.0144,0.0046,0.0002,0.0002,11,True
000000001000012848,-0.0125,0.0028,0.0001,0.0001,18,True
000000001000064653,-0.0131,0.0032,-0.0004,0.0003,17,True
000000001000113296,-0.0073,0.0024,-0.0001,0.0002,17,True
000000001000104232,-0.016,0.0043,-0.0001,0.0005,15,True
000000001000134698,-0.0127,0.0024,0.0003,0.0002,19,True
000000001000196983,-0.0136,0.0038,-0.0001,0.0002,15,True
000000001000005916,-0.0135,0.0031,-0.0017,0.0004,18,True
000000001000054955,-0.0091,0.003,0.0002,0.0001,11,True
000000001000008016,-0.0149,0.0032,0.0001,0.0003,19,True
000000001000126915,-0.0141,0.0034,-0.0024,0.0005,13,True
000000001000048003,-0.0112,0.0037,-0.0018,0.0006,15,True
000000001000063605,-0.0161,0.0045,-0.0015,0.0003,20,True
000000001000008757,-0.015,0.0037,-0.0005,0.0002,17,True
000000001000174644,-0.0103,0.0034,-0.0008,0.0004,19,True
000000001000006348,-0.0145,0.0031,-0.0005,0.0005,13,True
000000001000008905,-0.0151,0.0026,-0.0016,0.0003,18,True
000000001000176746,-0.0151,0.005,-0.0028,0.0008,17,True
000000001000016073,-0.0143,0.0031,-0.0003,0.0004,14,True
000000001000123744,-0.0163,0.0024,-0.0023,0.0004,14,True
000000001000012831,-0.0091,0.0022,0.0003,0.0001,16,True
000000001000050953,-0.0141,0.0031,-0.0002,0.0002,18,True
000000001000052415,-0.0154,0.0019,-0.0006,0.0002,20,True
000000001000007056,-0.0123,0.0028,0.0003,0.0002,14,True
000000001000085320,-0.0126,0.0036,0.0004,0.0001,11,True
000000001000117156,-0.012,0.0034,0.0001,0.0002,14,True
000000001000012801,-0.012,0.0038,0.0006,0.0002,16,True
000000001000116617,-0.0156,0.0027,-0.0005,0.0002,15,True
000000001000008034,-0.0145,0.0036,-0.0022,0.0006,18,True
000000001000030909,-0.0149,0.0047,-0.0005,0.0003,12,True
000000001000034876,-0.012,0.0023,0.0003,0.0001,19,True
000000001000086554,-0.0134,0.0033,-0.0001,0.0002,10,True
000000001000125642,-0.011,0.0035,-0.0011,0.0004,13,True
000000001000190204,-0.0021,0.0005,0.0,0.0,15,True
000000001000008030,-0.0147,0.0039,-0.0008,0.0003,15,True
000000001000126925,-0.0111,0.0024,-0.0002,0.0002,11,True
000000001000048005,-0.0142,0.0028,-0.0009,0.0004,16,True
000000001000117185,-0.0107,0.0028,-0.0002,0.0001,21,True
000000001000178061,-0.0115,0.0027,0.0003,0.0001,18,True
000000001000039131,-0.0164,0.0036,-0.0012,0.0007,15,True
000000001000006756,-0.0099,0.0022,-0.0009,0.0005,18,True
000000001000008709,-0.015,0.0046,-0.0003,0.0003,16,True
000000001000012753,-0.0157,0.0025,0.0001,0.0001,20,True
000000001000027448,-0.0156,0.0033,-0.0005,0.0003,16,True
000000001000012771,-0.0133,0.0022,0.0002,0.0001,19,True
000000001000027368,-0.012,0.0035,0.0,0.0002,14,True
000000001000096947,-0.0116,0.0025,-0.0014,0.0003,16,True
000000001000012442,-0.0117,0.0027,-0.0003,0.0002,15,True
000000001000119769,-0.0119,0.0028,-0.0003,0.0002,20,True
000000001000027408,-0.0088,0.0026,-0.0002,0.0004,16,True
000000001000137923,-0.0084,0.0026,-0.0001,0.0002,17,True
000000001000012804,-0.0117,0.0033,0.0001,0.0001,12,True
000000001000071056,-0.012,0.0027,-0.0017,0.0005,17,True
000000001000095038,-0.0139,0.0022,-0.0006,0.0002,19,True
000000001000186801,-0.0169,0.0034,-0.0002,0.0003,12,True
000000001000007083,-0.015,0.0024,0.0003,0.0002,14,True
000000001000012447,-0.0103,0.0032,0.0003,0.0001,13,True
000000001000126780,-0.0112,0.0028,-0.0005,0.0002,17,True
000000001000039246,-0.0144,0.0031,-0.0003,0.0002,18,True
000000001000086506,-0.0126,0.0025,-0.0001,0.0002,16,True
000000001000126043,-0.0123,0.0028,-0.0008,0.0005,14,True
000000001000006343,-0.0135,0.0036,-0.0014,0.0006,12,True
000000001000008715,-0.0154,0.0018,-0.0001,0.0002,18,True
000000001000064532,-0.011,0.0032,-0.0004,0.0003,16,True
000000001000123854,-0.0127,0.0024,-0.0018,0.0004,15,True
000000001000053282,-0.0164,0.0031,-0.0002,0.0001,19,True
000000001000080481,0.0275,0.0059,-0.003,0.0409,1,True
000000001000174305,-0.0077,0.0023,-0.0016,0.0004,15,True
000000001000124202,-0.0114,0.0028,-0.0002,0.0002,12,True
000000001000123773,-0.0143,0.0027,0.0002,0.0002,20,True
