,PE,PE_err,log_del_week,log_del_week_err,Cluster_size,has_enough_stat
000000001000168568,-0.0197,0.004,0.0,0.0002,20,True
000000001000005221,-0.0227,0.0071,0.0006,0.0009,19,True
000000001000054424,-0.0245,0.0044,0.0,0.0005,17,True
000000001000166813,-0.0245,0.0053,-0.0031,0.001,14,True
000000001000167458,-0.017,0.0056,0.0022,0.0015,6,True
000000001000178568,-0.0181,0.0049,-0.0006,0.0005,15,True
000000001000131989,-0.0175,0.0034,-0.0006,0.0003,13,True
000000001000166799,-0.0233,0.0034,-0.0013,0.0004,16,True
000000001000021600,-0.0172,0.0027,-0.0025,0.0005,14,True
000000001000104113,-0.0277,0.0054,-0.0002,0.0002,15,True
000000001000071048,-0.0193,0.0039,-0.002,0.0004,12,True
000000001000150201,-0.0183,0.0041,-0.001,0.0003,15,True
000000001000128745,-0.0229,0.0068,0.0001,0.0005,15,True
000000001000127812,-0.0198,0.0058,-0.003,0.0009,14,True
000000001000169134,-0.027,0.0076,-0.0028,0.0007,4,True
000000001000155630,-0.0201,0.0047,-0.0035,0.0007,4,True
000000001000087619,-0.0258,0.0041,-0.001,0.0003,11,True
000000001000150718,-0.0191,0.0024,0.0004,0.0002,15,True
000000001000176839,-0.0203,0.0055,-0.0005,0.0004,14,True
000000001000048017,-0.0197,0.0031,-0.0004,0.0003,18,True
000000001000012570,-0.0179,0.0035,-0.0002,0.0002,13,True
000000001000007566,-0.0185,0.0044,-0.0028,0.0008,13,True
000000001000059303,-0.0231,0.004,-0.0012,0.0008,14,True
000000001000129049,-0.0251,0.0081,-0.0073,0.0005,15,True
000000001000065737,-0.0278,0.0091,0.0005,0.0005,14,True
000000001000008194,-0.0247,0.0038,-0.0006,0.0003,15,True
000000001000166778,-0.0179,0.0033,-0.0018,0.0008,20,True
